Year,Month,Temp mean,GHI mean,PV kWh/month,lat,lon
1998,1,11.668010752688172,206.90860215053763,59.03065657333334,26.3900,-104.0000
1998,2,11.858630952380953,249.26190476190476,63.525708933333334,26.3900,-104.0000
1998,3,15.583333333333334,298.1626344086022,81.50932116666668,26.3900,-104.0000
1998,4,20.46527777777778,336.66805555555555,86.46310629999999,26.3900,-104.0000
1998,5,26.670698924731184,346.34005376344084,88.97236811333335,26.3900,-104.0000
1998,6,29.25138888888889,348.3597222222222,86.35744398,26.3900,-104.0000
1998,7,27.84005376344086,323.10618279569894,83.80742475333334,26.3900,-104.0000
1998,8,25.092741935483872,304.68951612903226,80.60775800666667,26.3900,-104.0000
1998,9,23.82638888888889,275.0138888888889,71.02104984,26.3900,-104.0000
1998,10,21.096774193548388,236.5268817204301,64.53014874666667,26.3900,-104.0000
1998,11,17.18888888888889,202.25,54.69471414666667,26.3900,-104.0000
1998,12,12.559139784946236,183.69489247311827,52.73161459333334,26.3900,-104.0000
1999,1,11.84274193548387,208.05241935483872,59.15343346,26.3900,-104.0000
1999,2,16.313988095238095,237.30803571428572,59.35011026,26.3900,-104.0000
1999,3,18.217741935483872,294.18817204301075,79.46091322666668,26.3900,-104.0000
1999,4,22.90277777777778,320.50694444444446,81.5536467,26.3900,-104.0000
1999,5,25.676075268817204,355.26478494623655,91.80202484666668,26.3900,-104.0000
1999,6,26.080555555555556,327.95,83.26591781333333,26.3900,-104.0000
1999,7,25.173387096774192,326.0376344086022,85.77080612,26.3900,-104.0000
1999,8,26.091397849462364,320.9059139784946,83.78387390666668,26.3900,-104.0000
1999,9,24.875,284.2611111111111,72.64116409333333,26.3900,-104.0000
1999,10,19.747311827956988,255.3978494623656,69.54550441333333,26.3900,-104.0000
1999,11,15.688888888888888,214.2277777777778,58.16686990666667,26.3900,-104.0000
1999,12,10.595430107526882,175.99193548387098,50.961111426666676,26.3900,-104.0000
2000,1,13.731182795698924,202.98252688172042,57.38528054,26.3900,-104.0000
2000,2,15.803571428571429,238.56994047619048,59.65787974000001,26.3900,-104.0000
2000,3,19.021505376344088,288.5456989247312,77.85637965333333,26.3900,-104.0000
2000,4,22.68888888888889,315.18055555555554,80.54846493333334,26.3900,-104.0000
2000,5,26.623655913978496,334.7997311827957,86.78105359333334,26.3900,-104.0000
2000,6,25.81388888888889,323.55555555555554,82.33476394666667,26.3900,-104.0000
2000,7,27.158602150537636,340.86021505376345,88.36006330666667,26.3900,-104.0000
