Year,Month,Temp mean,GHI mean,PV kWh/month,lat,lon
1998,1,11.943548387096774,115.00268817204301,339.1056556,34.0564,-118.26
1998,2,10.751488095238095,131.14583333333334,350.12634146666664,34.0564,-118.26
1998,3,12.90725806451613,191.8991935483871,552.1365411333334,34.0564,-118.26
1998,4,13.3375,266.7986111111111,729.5529591333334,34.0564,-118.26
1998,5,14.69758064516129,257.55645161290323,729.0072121333333,34.0564,-118.26
1998,6,17.836111111111112,282.56805555555553,753.8659508666666,34.0564,-118.26
1998,7,23.43010752688172,317.7244623655914,848.1098871333334,34.0564,-118.26
1998,8,26.120967741935484,302.76881720430106,797.5002530666667,34.0564,-118.26
1998,9,21.622222222222224,200.6513888888889,530.0649724666666,34.0564,-118.26
1998,10,18.36021505376344,195.83064516129033,546.9693636000001,34.0564,-118.26
1998,11,14.206944444444444,150.01111111111112,418.90631720000005,34.0564,-118.26
1998,12,11.201612903225806,124.01209677419355,365.82200393333335,34.0564,-118.26
1999,1,12.475806451612904,131.2244623655914,383.995563,34.0564,-118.26
1999,2,11.936011904761905,162.60119047619048,425.31560493333336,34.0564,-118.26
1999,3,11.58736559139785,196.26209677419354,565.5327055333333,34.0564,-118.26
1999,4,13.323611111111111,230.17777777777778,628.7993782666667,34.0564,-118.26
1999,5,16.379032258064516,269.7016129032258,750.0000281333333,34.0564,-118.26
1999,6,19.156944444444445,330.2875,869.2490026,34.0564,-118.26
1999,7,22.70967741935484,325.7970430107527,872.5251732666667,34.0564,-118.26
1999,8,23.513440860215052,312.18817204301075,831.5855173333334,34.0564,-118.26
1999,9,21.480555555555554,235.9875,620.7684571333333,34.0564,-118.26
1999,10,21.61962365591398,219.16532258064515,598.6088464666667,34.0564,-118.26
1999,11,15.909722222222221,147.88055555555556,410.5953546666667,34.0564,-118.26
1999,12,12.748655913978494,132.5201612903226,387.51950619999997,34.0564,-118.26
2000,1,12.745967741935484,115.74327956989248,340.3998358,34.0564,-118.26
2000,2,12.209821428571429,119.63988095238095,317.7972997333334,34.0564,-118.26
2000,3,13.10483870967742,213.83064516129033,609.3688414666667,34.0564,-118.26
2000,4,16.3375,268.7027777777778,720.7627869333332,34.0564,-118.26
2000,5,18.943548387096776,295.64784946236557,807.5193936000001,34.0564,-118.26
2000,6,21.391666666666666,340.3958333333333,885.3233771333332,34.0564,-118.26
2000,7,22.711021505376344,335.10349462365593,894.1228852666667,34.0564,-118.26
2000,8,24.49462365591398,294.43817204301075,782.2024825333333,34.0564,-118.26
2000,9,22.622222222222224,244.6125,637.6174534,34.0564,-118.26
2000,10,17.338709677419356,163.66801075268816,464.2823272666667,34.0564,-118.26
2000,11,12.940277777777778,159.44583333333333,448.4272731333333,34.0564,-118.26
2000,12,13.78494623655914,125.6989247311828,366.85472546666665,34.0564,-118.26
2001,1,10.481182795698924,130.252688172043,386.14673093333334,34.0564,-118.26
2001,2,10.450892857142858,129.5967261904762,346.2374059333333,34.0564,-118.26
2001,3,13.666666666666666,202.8978494623656,578.5806394666666,34.0564,-118.26
2001,4,13.529166666666667,256.1402777777778,702.2985220666667,34.0564,-118.26
2001,5,19.572580645161292,286.39381720430106,781.0031287333334,34.0564,-118.26
2001,6,21.769444444444446,331.2652777777778,858.7281776666666,34.0564,-118.26
2001,7,22.192204301075268,319.98924731182797,859.8271498666668,34.0564,-118.26
2001,8,24.065860215053764,305.4543010752688,811.8462401333334,34.0564,-118.26
2001,9,22.629166666666666,250.28055555555557,653.30805,34.0564,-118.26
2001,10,19.743279569892472,181.6021505376344,505.3018494666667,34.0564,-118.26
2001,11,15.22638888888889,132.7736111111111,371.0175347333334,34.0564,-118.26
2001,12,10.908602150537634,115.02284946236558,342.2206847333333,34.0564,-118.26
2002,1,11.051075268817204,137.78091397849462,405.8966374,34.0564,-118.26
2002,2,13.611607142857142,193.01488095238096,498.4953886666667,34.0564,-118.26
2002,3,13.021505376344086,233.9018817204301,666.4795743333334,34.0564,-118.26
2002,4,14.818055555555556,252.74722222222223,688.4511909333334,34.0564,-118.26
2002,5,17.11962365591398,294.56317204301075,811.9492942,34.0564,-118.26
2002,6,20.334722222222222,321.6763888888889,840.7106295333333,34.0564,-118.26
2002,7,22.997311827956988,325.48924731182797,869.6598148,34.0564,-118.26
2002,8,22.643817204301076,285.2768817204301,764.8810308,34.0564,-118.26
2002,9,23.370833333333334,250.1652777777778,649.7965843333334,34.0564,-118.26
2002,10,17.087365591397848,161.98924731182797,457.9910856,34.0564,-118.26
2002,11,16.206944444444446,145.9013888888889,403.7848280666667,34.0564,-118.26
2002,12,11.524193548387096,124.14650537634408,368.2489175333333,34.0564,-118.26
2003,1,15.46774193548387,138.91129032258064,399.61260173333335,34.0564,-118.26
2003,2,12.035714285714286,152.35119047619048,402.786506,34.0564,-118.26
2003,3,14.025537634408602,236.10752688172042,666.8885437333333,34.0564,-118.26
2003,4,13.08611111111111,270.78472222222223,744.6523394000001,34.0564,-118.26
2003,5,17.204301075268816,287.26747311827955,794.3106767333334,34.0564,-118.26
2003,6,19.258333333333333,241.13194444444446,639.5352588666667,34.0564,-118.26
2003,7,24.708333333333332,316.01209677419354,838.3304492666666,34.0564,-118.26
2003,8,25.225806451612904,308.43548387096774,816.3331970666667,34.0564,-118.26
2003,9,23.488888888888887,257.2125,667.1043399333333,34.0564,-118.26
2003,10,21.65456989247312,188.26747311827958,517.1601143333332,34.0564,-118.26
2003,11,13.440277777777778,136.3972222222222,385.86228573333335,34.0564,-118.26
2003,12,11.651881720430108,109.33736559139786,323.8195455333333,34.0564,-118.26
2004,1,11.86021505376344,138.4502688172043,406.1461286,34.0564,-118.26
2004,2,11.044642857142858,156.34970238095238,414.50827806666666,34.0564,-118.26
2004,3,16.870967741935484,233.26344086021504,648.1669205333334,34.0564,-118.26
2004,4,16.570833333333333,261.48055555555555,701.4384147999999,34.0564,-118.26
2004,5,19.24462365591398,311.130376344086,847.6640655333333,34.0564,-118.26
2004,6,20.080555555555556,294.3541666666667,773.3404575333334,34.0564,-118.26
2004,7,23.153225806451612,331.3508064516129,883.0920039333333,34.0564,-118.26
2004,8,22.932795698924732,299.63709677419354,800.7471421333333,34.0564,-118.26
2004,9,23.12638888888889,251.86805555555554,654.2810515333333,34.0564,-118.26
2004,10,17.736559139784948,175.70564516129033,493.99338726666673,34.0564,-118.26
2004,11,12.906944444444445,146.42777777777778,413.7936590666667,34.0564,-118.26
2004,12,12.102150537634408,111.22849462365592,327.23128613333336,34.0564,-118.26
2005,1,11.795698924731182,113.81586021505376,336.57872953333333,34.0564,-118.26
2005,2,12.264880952380953,134.0967261904762,356.5183402,34.0564,-118.26
2005,3,13.455645161290322,196.32930107526883,562.8972100666666,34.0564,-118.26
